,mbti,title,content,mbti_label,e_i,n_s,f_t,j_p
703,isfj,찡🤧🤧,오늘 아침에 친언니랑 카톡 하면서 출근했거든요 아침부터 비가 내렸는데 엄마가 아래 카톡 내용처럼 말씀하셨다는 걸 듣고는 울컥울컥하면서 출근했답니다... 지하철에서 맺힌 눈물 말리면서 출근하느라 고생했네요.... ㅎ 휴우 평소에는 무덤덤하시고 표현도 많이 없으신 편인데 가끔 언니를 통해서 이런 얘기를 들으면.. 저로서는 감히 가늠조차 할 수 없을 만큼 커다랗고 깊은 엄마의 사랑이 느껴진답니다 날씨에 따라 기분 변화가 큰 편인데.. 이제 비가 오면 엄마 앞에서 콧노래 최고로 텐션 끌어올려서 막춤이라도 춰야겠네요.. ㅋㅋㅋ,12,0,0,1,1
704,isfj,저는 아날로그베이지!(잇프제님들 궁금해여. 그리구 저랑 같은 색인 분 mbti도 궁금해여!),아우라 테스트 신기하게 다 맞는 것 같아요 다른 isfj님들은 뭐 나왔나요 ㅎㅎㅎ 또 저랑 같은 색인 분들 말해주세요 mbti가 궁금합니다 히힛,12,0,0,1,1
705,isfj,스트레스받으면 가슴이 답답할수도 있구나..,요즘 제가 너무 무능력하고 다른 사람들보다 떨어지다는 생각이 계속 듭니다. 현명하고 똑똑한 사람이고 싶은데 그렇지 못함에 자괴감이 들고 이런 스트레스가 쌓여서 가슴이 답답합니다..,12,0,0,1,1
706,entp,잇프제 남에게 금사빠 되었다가 금사식 되버린 저..,저에게 관심 호감의 표현인지 모르고. 말 한마디 잘못했다가. 내쳐 진격. 이제야 저는 맘이 생겨버린 ㅡㅡ 초반에 자주 시간을 가졌는데.. 지금은 본인 휴가 간단 말 한마디 남긴 채.. 연락도 없네요ㅡ 저도 물론 연락 안 했고요ᅳᅳ,3,1,1,0,0
707,isfj,ISFJ 좋아요,"같이 일하면서 점점 알게 되고 시간이 흘러 털어놓게 되면서 어 나랑 똑같은 사람이네 했는데 진짜 놀랐어요. 말은 안 해도 상황을 잘 파악하고 있고 할 일도 딱딱. 잘 안 친한 사람한테 싫은 소리 못하지만, 반대로 또 친해지면 타인에게 일터에서 팀이 뼈빠지게 일하는데 그 사람한테 팩트도 잔잔하게 이야기해주고 남들은 isfj가 어렵다 말씀하시는데 전혀 그렇지 않았고 뭔가 알고리즘이 나랑 비슷하다 편안하다 싶었더니 같은 과라니... isfj 동족이 좋아요...ㅠㅠ isfj 사랑해요 기쁘다 남들은 잘 모르겠지만 뽀송한 이 느낌....",12,0,0,1,1
708,intj,잇프제 호감표현?,isfj 분들은 겉으로 보기에도 다정하고 온화해 보이셔서 조금 헷갈릴 때가 있네요ㅠㅠ 평소에 친구들 대할 때와 이성적으로서 좋아하는 경우 태도에 차이가 있다면 보통 어떤 것들일까요 아직 사귀고 있지는 않아요,10,0,1,0,1
709,esfj,자신에게 강박증이 있다고 생각하세요?,강박증이라는 게 개인 성향에 따라 다르고 과거의 어떤 경험으로 인해 트라우마처럼 생겨버렸을 수도 있고 매우 다양한데요 혹시 sfj의 성격이 강박증을 더 두드러지게 할 수도 있을까요 제 경우에는 예민하다 강박증이 조금 있는 거 같아라는 말을 많이 듣는 편이거든요,4,1,0,1,1
710,isfj,잇프제는 배우자로는 최고라고 생각합니다 ㅎㅎ..,잇츠제는 연인으로서는 특히 남자는 케바케지만 술 담배 잘 안 하고 자기 자신에게 엄격해서 몸 관리 스타일 관리 잘하고 찐 내 편이면 잘 들어주고 기념일 잘 챙기고 나랑 반대되거나 분쟁 있어도 일단 들어보고 어느 정도 수용하고 싸우더라도 30분 이틀 안에 먼저 사과합니다. 돈도 쓸데없는 곳에 잘 안 씁니다 ㅎㅎ,12,0,0,1,1
711,esfj,호의를 호감으로 생각하시면 곤란해요😞,"웬만하면 모두에게 호의를 베풀고 싶은데 그걸 호감으로 받아들이시고 갑자기 적극적인 대시를 하시면 관계가 이상해지네요 ㅠㅡㅠ 계속 볼 인연이기에 딱 잘라 거절도 못 하고 저는 또 상대만 헷갈리게 만듭니다,,,,",4,1,0,1,1
712,estp,esfj 분들 >_< (연애관련),에프 제분들 ~~ 혹시 좋아하시는 게 뭐예요 친한 친군데 플로팅 하면 어떻게 생각하실 거 같으세요 ㅋㅋㅋ 사실 별 고민 없이 무의식적으로 하고 있긴 한데.. 칭찬 좋아하나요 아니면 인정해주는 거 존중 다정한 거 챙겨주는 거 스킨십 연락 아 참고로 그 친구는 남자입니다 어떻게 하면 마음이 약간 쿵 할까요 ㅎㅇㅎ,7,1,0,0,0
713,isfj,isfj 남자입니다. 질문 받아요.,아침에 계획했었던 일을 방금 정리 생각보다 일찍 끝내 기분이 후련하고 좋네요. 그래서 무엇이든 질문받아보려고 합니다. isfj 남자. i 지만 e 성향도 매우 높음. 5 4 sfj는 확실.,12,0,0,1,1
714,esfj,좋아하는 이성 또는 애인의 MBTI는 어떻게 아셨어요?,애인이면 mbti 검사를 해보라고 해서 알 수 있겠지만 소개팅에서 만나거나 사회에서 만난 이성인데 좋아하는 사람이라면 mbti는 어떤 경로로 알게 되셨나요 그냥 단도직입적으로 물어보셨나요 저도 isfj이지만 isfj 남자분 찾기가 어렵네요 그렇다고 mbti부터 다짜고짜 물어볼 수도 없고요ㅎㅎ,4,1,0,1,1
715,entp,잇프제 친구의 누구보다도 안정적이고도 신중한 썸타기 ㅋㅋㅋ,저는 진짜 성격 급해서 2주안으로 해결 봐야 하는데 ㅋㅋㅋ 친구는 2달 탔는데 심지어 야 이것은 호감 표현이네라고 생각 들 정도로 빼박인데도 고백받을 때까지 김칫국 안 마시고 썸 차분히 유지하다가 그 사람이 어떤 사람인지 오랫동안 지켜보고 사귄다네요 대단 신중 of 신중.. 차분 of 차분 즉흥적인 거 절대 없고 선 넘으면 이제 링 ㅂㅇㅂㅇ하는 성격 저와 반대라고 볼 수 있습니다 ㅋㅋㅋ 모든 지표가 반대에요,3,1,1,0,0
716,isfp,고백 거절한 사람과 관계,esfj 여자하고 친했는데 급발진으로 고백한 후에 오빠 동생으로 보게 되었어요.. esfj분들은 이런 상황에서 고백 거절한 사람과 관계 잘 지낼 수 있으신가요 그리고 거절한 사람을 지금은 아니더라도 연인 관계로 볼 수 있으신가요,13,0,0,1,0
717,intj,E랑 F가 반반인 esfj랑 잘 맞는 이유가 뭘까요,제목 그대로입니다 전 intj 5w4인데 유독 i랑 t가 높은 esfj와 잘 맞더라고요. 사고 회로도 정말 비슷하고 무슨 말 할지 서로 말 안 해도 알고 솔메이트 같은... 왜 그런 걸까요,10,0,1,0,1
718,isfj,isfj는 안 보이는 벽이 있는 것 같아요,저도 isfj이지만 주위 사람들을 보면 사람은 좋지만 어느 정도 수준 이상으로 친해지기에는 한계가 있달까요 속마음을 모르겠어요 나도 그런가... 찐친 말고 다른 사람들이 보기에 제가 어떤 사람일지도 궁금하네요,12,0,0,1,1
719,isfj,isfj 질문받아염,26번 테스트했는데 26번 다 isfj 나왔습니다 아무 질문 다 받아요 근데 답장이 좀 늦을 수도 있습니다 ㅎㅣ히,12,0,0,1,1
720,isfp,Esfj 오빠 동생으로만 지낸 사이가 연인이 되려면 어떻게 해야 하나요?,"esfj 분들 그냥 오빠 동생으로 지냈는데, 제가 동생을 좋아하게 되었네요. 연락도 자주 하고 둘이 밥도 먹고 그랬는데 이런 사이가 연인 사이로 되려면 어떻게 해야 할까요 그리고 이런 사이에서 고백받으면 기분 어떠실 것 같아요",13,0,0,1,0
721,enfj,esfj 엣프제 연락,무슨 일정 있을 때 연락이 잘 안되는 건 에프 제의 특징 중 하나라 들었어요 일정 또한 중요하게 생각하기에 거기에 집중을 그리고 나서 이런 거 했다고 늦게 연락이 오는데... 흑흐그흐륵흑흑......... 저는 오늘도 기다립니다..,0,1,1,1,1
722,infp,INFJ 남사친 생일선물 뭐 주죠 ㅠ,전 enfp 여자에 이용 곧 있으면 제 남사친 생일인데 뭘 줘야 애가 감동할지 모르겠어요 ㅠ 참고로 고2고 학원 많이 다니고 사진 찍는 거 좋아하고 예쁜 하늘 감상하는 거 좋아하는 친구예요 infj 분들은 의미 있는 선물을 좋아하는 것 같은데 .. 뭘 주죠,9,0,1,1,0
723,infj,infj분들이 희귀하다는대,이상하게 인터넷을 보면 여기저기서 다 infj군요. 다들 야외활동보다 인터넷 세상을 즐기기 때문일까요,8,0,1,1,1
724,enfj,ENFJ 궁물 받습ㄴㅣ당,저... 저 완전 깜찍임ㅁㅣ당. 저한테 질문해주시면 다 알려드릴 거예요~ ~~ ~ 그럼 회원님들께서는 enfj 척척박사 될 수 있는 거라구얍. 히히히,0,1,1,1,1
725,enfj,집에서 2주동안 뭘 하면 좋을까요?,"동생이 밀접 접촉자가 되어서 어쩌다 보니 예방 차원에서 저도 집에서 2주간 자가 격리하게 되었는데 .. 2주간 뭘 하면서 지낼까요 주말에만 알바를 가고 남자친구, 동기들과의 약속들 모두 취소했네요 .. 방학인데 슬프네요 취미활동이나 공부 추천해주실 수 있나요",0,1,1,1,1
726,enfj,우울한 엔프제,"뭔가 무기력할 때, 그렇다고 절망적이거나 한 건 아닌데, 재밌던 것도 갑자기 재미 없어지고 목표가 있는 걸 아는데 힘이 없어서 박차고 나아가지 못하는 느낌 에프 제분들은 주로 어떻게 해결하시나요. 친구를 만나고 싶긴 한데, 친구들 다 군대를 가있어서 ㅎㅎ.. 물론 시간이 해결해주는 건 맞겠지만, 다른 에프 제분들의 의견도 궁금한 겸해서 여쭤봅니다 ㅎㅎ.. 그리고 좋은 방법들이 많이 나올 수도 있으니 엘프제 아니더라도 여유가 되신다면 댓글 적어주시면 좋을 것 같아요",0,1,1,1,1
727,infj,인프제님들 이런 생각 하세요?,"사실 이 우주에서 나만 생각하고 정신활동을 하는 사람이고, 다른 사람들은 그렇게 보이는 것뿐이라는 생각해보셨나요 혹은 내가 생각하고 상상하는 이 모든 활동들이 사실 고도의 정신활동이 아니라 기계처럼 프로그래밍 되어있는 거라고 생각해보셨나요 잠들어서 다음날 눈 뜨면 외모나 성격 등등 지금 나와는 전혀 다른 사람이 될 것 같다는 생각해보셨나요 혹은 반대로 사실 어제까지만 해도 나는 전혀 다른 사람이었는데 오늘 아침 눈 뜬 나는 그 모든 것을 잊어버리고 계속 오늘의 나였던 것처럼 살고 있다는 생각해보셨나요 사실 내가 살고 있는 세상은 모두 꿈이고 진짜 나는 잠들어있단 생각해보셨나요 혹은 나는 사실 정신이 온전치 못한데 그걸 깨닫지 못하고 있는 거 아닐까 하고 생각해보신 적 있나요 써보니까 뻘 생각 진짜 많이 하네요....",8,0,1,1,1
728,enfj,enfj 엔프제 형제 자매님들 음악 추천 해주세요. :),엘프제 형제자매님들 요즘 듣고 있는 노래 중에 좋은 노래 있으면 추천 부탁해요 일단 저부터 추천하자면 파도 by 이아람입니다.,0,1,1,1,1
729,esfp,으휴휴 인프제남과 썸이 깨진지도 [하소연글 ㅠㅅㅠ],"infj 남과 썸이 끝난지도 1달이 됐는데 아직도 엠헬에선 infj 글만 읽고 있고 원래 다른 사람이랑 썸 끝나면 그 사람 프로필이나 근황 하나도 안 궁금해했는데 지금은 거의 아침 루틴 저녁 루틴처럼 구경하고 있고 ㅠㅅㅠ 그냥 뭐하고 지낼지 무슨 생각 할지 어휴 이러는 제가 너무 싫어요,,ㅠㅠ 다른 남자분들이 다가와도 그냥 그렇고 무기력해지고 그러네요 읽어주셔서 감사해요 ㅠㅅㅠ",5,1,0,1,0
730,estj,인프제는 갑작스러운 상황에 많이 당황하나요?,집에 가는 길이 겹치고 평소에 친한데 제가 사정이 있어서 원래 같이 가는 사이는 아닌 infj 이성이 있어요 어제 집에 가는 길에 앞에 이너프제가 보이는 거예요 그래서 달려가서 야 이러고 너 왜 나랑 같이 안 가 이러니까 어... 같이 가는 거였나 하길래 뻔뻔하게 내가 심심하니까 같이 가야지 하니까 진짜 웃겨서 웃는 웃음으로 웃더라고요 그러고 저 혼자 조잘조잘 떠드니까 또 웃고요 그러고 나서부턴 가는 길이 달라 잘 가 이러니까 갑자기 어색하게 응 이러더라고요 전 되게 친하니까 일부러 달려가서 아는 척하고 재미있게 말 걸고 한 거인데 이너프제는 그게 많이 당황스러웠을까요 ...ㅜㅜㅜ,6,1,0,0,1
731,isfj,엔프제(ENFJ) 남친이랑 연애하는게 너무 힘듭니다,엘프제 남자친구랑 연애하는 isfj isfj입니다. 엘프제 남자친구랑 3년째 연애 중인데 이해가 안 되는 부분이 있어요 엘프제 남자친구의 입장은 싸움이 싫고 힘들고 취진 생이기도 해서 그 시간 동안 본인이 해야 할 일에 집중을 못 하게 되는 것이 힘들다고 합니다. 그래서 제가 싫어하는 행동은 애초에 하지 않으려고 한다고 해요 저도 싸우는 걸 좋아하지는 않지만 서로 다른 사람들끼리 만나는데 좋은 일로만 만날 수는 없다고 보고 얘기를 해서 잘 풀고 넘어가면 된다고 생각합니다. 어제 엘프제 남자친구가 제가 싫어하는 행동을 하는 것을 보고 기분이 나빠서 얘기하니 까먹었다고 합니다. 저도 엘프제 남자친구가 힘들어하고 지쳐하는 것을 보면 힘들어져서 그런 대화를 안 하려고 하지만 결국에 제가 싫어하는 행동을 하는 것을 보니 너무 답답하고 화가 납니다. 에프 제분들 연인과의 다툼에서 엘프제 남자친구가 왜 이러는 것인지 아시나요,12,0,0,1,1
732,enfj,내 직업은 안 알려줘야지,"누군가 저를 좋아하거나 관심을 가질 때 제 직업은 몰랐으면 좋겠어요 그냥 제 존재 자체만 성격, 외모, 취향 이런 것들만 봐줬으면 좋겠어요 직업같이 제가 이뤄낸 것들은 나중에 충분히 서로 호감 쌓고 그 이후에 짠~ 하고 알려주고 싶어요 막 그렇게 잘난 직업은 절대로 아니지만 저 자체로 충분한 사람을 만나고 싶지 저 자체로는 부족한데 다른 걸 합치고 보니 충분하더라~는 필요 없어요 흥 아니면 원래부터 저를 알고 있던 사람이거나 저의 배경에 대해 알기 전부터 저에게 관심 있는 사람이 좋아요 그래서 전 소개팅은 싫어요 그냥 그렇다고요",0,1,1,1,1
733,enfj,인프제의 거절,"만나자고 연락하면 거절하시네요. 말씀대로 선약이 있으니까 그러겠지 하는데.. ㅜㅜ 혹시 부담스럽거나, 이제 그만하라는 의미일까요 제가 좋아한다는 걸 충분히 아는 상황이기 때문에 나이도 그렇고 사람 마음 가지고 놀 분은 아니거든요. 분명 많은 가능성들이 열리고 있었는데, 진짜 힘드네요.ㅠㅠㅠ 용기도 없어지고..",0,1,1,1,1
734,enfj,식물 안좋아하시는 앤프제분?,저요 식물에 관심 없고 동물이 더 좋아요 꽃다발보다 더 실용적인 거 좋아하는 편.. 개취인지 성격 탓인지 궁금해서요 ㅎㅎ,0,1,1,1,1
735,enfj,엔프제는 연인으로 엔프제를 만나야합니다,엘프제 남자와 결혼 준비 중인 엘프제 여자입니다 제목 그대로 에프제는 동족을 만나야 정신이 진정한 안정을 느낄 수 있는 거 같아요 ㅋㅋㅋ 그냥... 성별이 다른 본인을 만나는 느낌이라 편하면서도 설레서 너무너무 좋아요ㅠㅠㅠ enfj님들.... 동족을 만나세요. 혼자서 상대방이 내가 주는 사랑만큼 주지 않는다고 끙끙 앓지 마시고 그냥 동족을 만나세요.... 그게 답입니다.....,0,1,1,1,1
736,esfp,눈팅만 하다가 글 처음으로 남겨요 ..오늘 퇴근하고 나서 비가 주륵 주륵 내렸습니다,지하철역에서 같이 e v 타고 저 말고 다른 분들도 탑승하신 경우고 제 입장에서는 잘 보이는 입장이라 뒤늦게 문 열림 버튼을 눌러 준 분이 있으세요 공용 주차장에서 같이 나오실 때 비가 내리고 있었는데 다 큰 .. 처자분이 우산 안 챙기셔서 우산을 주고 싶었지만 나이 크게 차이 안 나 보이는.. 분이 부끄.. 더워서 우산을 안 주게 되었는데요 우산을 줘도 괜찮은 부분이었을까요. 쥼 특이하다 해야 하나 저를 나쁘게 본다거나 인지는 모르겠는데 신호등에서 기다리고 있을 때 갑자기 사진 찍으셨거든요.. e v 타실 때 오해하시거나 또는 나쁜 사람이라고 오해하고 나서 사진 찍고 다른 분들에게 공유하거나 그런 생각인지는 모르겠는데 지송합니다 요약하자면 모르는 사람이 우산 쓰고 가라 나는 비를 맞을 테니 하면서 우산을 주면 예를 들어서입니다.. 어떻게 생각할까요,5,1,0,1,0
